0;0.3;-0.0
1;0.4;-0.0
2;-0.0;-0.0
3;-0.0;-0.0
4;-0.0;-0.0
5;-0.0;-0.0
6;-0.0;-0.0
7;-0.0;-0.0
8;-1.0;-0.0
9;-1.0;-0.0
10;-0.0;-0.0
11;1.0;-0.0
12;1.0;-0.0
13;1.0;-0.0
14;-0.0;-0.0
15;-0.0;-0.0
16;-0.0;-0.0
17;-0.0;-0.0
18;-0.0;-0.0
19;-0.0;-0.0
20;-0.0;-0.0
21;-0.0;-0.0
22;-0.0;-0.0
23;-0.0;-0.0
24;-0.1;-0.0
25;-0.8;-0.0
26;-1.0;-0.0
27;-0.8;-0.0
28;-0.0;-0.0
29;-0.0;-0.0
30;-0.0;0.0
31;-0.0;0.5
32;-0.0;0.7
33;-0.0;-0.0
34;-0.0;-0.0
35;-0.0;-0.2
36;-0.0;-0.5
37;-0.0;-0.5
38;1.0;-0.3
39;1.0;-0.0
40;1.0;-0.0
41;-1.0;-0.0
42;-1.0;-0.0
43;-1.0;-0.0
44;-1.0;-0.0
45;-1.0;-0.0
46;-1.0;0.1
47;-1.0;0.4
48;-1.0;0.5
49;-1.0;0.5
50;-1.0;-0.0
51;-0.0;-0.0
52;1.0;-0.0
53;1.0;-0.2
54;1.0;-0.4
55;1.0;-0.4
56;1.0;-0.4
57;-1.0;-0.0
58;-1.0;-0.0
59;-1.0;-0.0
60;-1.0;0.5
61;-1.0;0.7
62;-1.0;0.6
63;-1.0;-0.0
64;-1.0;-0.0
65;-0.0;-0.0
66;1.0;-0.0
67;1.0;-0.1
68;1.0;-0.2
69;1.0;-0.4
70;1.0;-0.4
71;1.0;-0.4
72;1.0;-0.0
73;-0.0;-0.0
74;1.0;-0.0
75;1.0;-0.0
76;1.0;-0.0
77;1.0;-0.0
78;1.0;-0.0
79;1.0;-0.0
80;1.0;-0.0
81;1.0;-0.0
82;1.0;0.5
83;1.0;-0.0
84;-0.0;-0.0
85;-0.0;-0.0
86;-0.0;-0.0
87;-0.0;-0.0
88;-0.0;-0.0
89;-0.0;-0.0
90;1.0;-0.0
91;1.0;-0.0
92;1.0;-0.0
93;1.0;0.1
94;1.0;0.1
95;1.0;0.2
96;1.0;0.2
97;1.0;0.2
98;1.0;0.2
99;1.0;0.2
100;1.0;0.2
101;-0.2;-0.0
102;-1.0;-0.0
103;-1.0;-0.0
104;-1.0;-0.5
105;-1.0;-0.6
106;-1.0;-0.6
107;-1.0;-0.0
108;-0.0;-0.0
109;1.0;-0.0
110;1.0;0.3
111;1.0;0.3
112;1.0;0.1
113;1.0;0.1
114;1.0;0.1
115;1.0;0.2
116;1.0;0.2
117;1.0;-0.0
118;-0.0;-0.0
119;-0.0;-0.0
120;-0.0;-0.0
121;-0.0;-0.0
122;-0.0;-0.0
123;-0.0;-0.0
124;-0.0;-0.0
125;-0.0;-0.0
126;-0.0;-0.0
127;-0.0;-0.0
128;-0.0;-0.0
